id,contract_id,type,invoice_id,profit,crm_activitsprincipales,sales,amount,date
c56fc6e6-1046-4241-a260-8af9dedbb043,0cccf97e-1ad3-4894-b3ea-96be21c183de,profit,29729040-321e-4a23-85ac-3e6a3d4b1351,570.0,2025-06-23,0.0,570.0,2024-12-09 00:00:00
0e52ad2e-cbb8-4aa6-817d-2ce32d9acd79,1c89dc82-c339-48c2-ba98-1c17c7cefb45,sales,9a1cfedb-c957-474b-a186-1ff8df6fe23f,0.0,2025-08-21,937.0,937.0,2024-08-03 00:00:00
bd118c6b-cce1-4457-bf1e-5e08efbe9487,13d1bbf9-7108-4d77-af2e-7d86c25af9dc,profit,dfd3aad6-8a3e-4b51-b891-83b4ab616890,654.0,2024-08-05,0.0,654.0,2020-10-01 00:00:00
a791a846-f4e1-406a-b3dc-aa9ea0973921,f1620219-ed99-4fa1-bd2f-5ef23c967164,sales,0dd0b284-153b-4bf0-bf67-a9b08a04ad93,0.0,2025-07-10,444.0,444.0,2023-05-06 00:00:00
4f96c00d-119b-4b96-b202-69071c327ba9,4e92f95c-63cd-41da-9761-d827c3f1f072,profit,981459d4-00b2-4b10-8559-a26c8afffe62,489.0,2024-11-04,0.0,489.0,2020-10-10 00:00:00
,e77e63be-344b-4b31-804a-d543c631a1d7,sales,22762cff-ff41-41a4-b43a-4b58cbcf8519,0.0,2023-10-28,841.0,841.0,2020-09-23 00:00:00
d6dc4984-85a4-4729-822b-16ef581f9e05,82903cae-2726-4afc-91bb-812b57f77503,profit,2870614d-272f-4f14-acfd-2980bbc16e44,315.0,2023-12-01,0.0,315.0,2024-05-27 00:00:00
d84f33e8-4a65-4922-beb5-c7664a4543f7,faf93358-77d9-4c57-ae6f-e89388a5ca14,profit,19d83f30-adb0-44bf-84b8-f38f0f415467,270.0,2022-10-16,0.0,270.0,2025-03-15 00:00:00
a4ff9a37-1e6a-4b64-a920-c919acdb95cb,ae78cbe3-9e2b-442c-ae6b-2c4c76f97c6d,sales,b760e293-d9da-4b41-9a3a-73ee99f83b3b,0.0,2020-03-17,433.0,433.0,2020-09-28 00:00:00
3aceaefc-1385-484e-a616-a9f944598541,f41964bb-bab3-4197-a407-8b25421814a6,sales,fb679177-086e-484f-87a2-e1c9e213c24d,0.0,2023-02-25,950.0,950.0,2024-06-28 00:00:00
c26c518a-3d06-4ecc-b402-f1d280e55313,61dba6b2-0234-4a4b-ba73-b89cd72a75d3,sales,714a4a70-5d58-4c51-811a-955afd0cb233,0.0,2020-09-05,564.0,564.0,2025-12-06 00:00:00
,d02ed988-449a-41d4-88d4-c54f099a7ed8,profit,b79f71aa-b449-4d9a-8afa-4528356d2f14,838.0,2024-10-20,0.0,838.0,2023-06-01 00:00:00
9f82f6cc-2b60-43e7-8139-709fa6c9d1e2,43a907df-b12c-4702-ab7a-664bf9cb8117,profit,8bc775f8-54c6-4e87-94a3-226d868145b5,947.0,2025-05-08,0.0,947.0,2022-08-23 00:00:00
5661a1db-b8d5-458f-a92a-2c5df281b86b,342d35a1-3289-46f8-b548-4f19962d4f92,sales,af44dfce-12a8-4ae0-931a-f4bff7b0bbcd,0.0,2024-11-09,791.0,791.0,2025-09-10 00:00:00
3a7598aa-8534-4042-8eac-84ac3080c33e,e77e63be-344b-4b31-804a-d543c631a1d7,sales,8bc7a203-9e45-4805-a250-5dd3a6118e48,0.0,2023-03-04,571.0,571.0,2020-12-25 00:00:00
629e9251-6c97-4a45-86bf-5f8706eb1814,62007a1d-939c-48e2-b36a-dfd44b16d492,profit,47bd3909-d46a-4cfb-8b64-893caf90422f,668.0,2025-09-14,0.0,668.0,2024-06-05 00:00:00
516110d8-0e46-417d-8e78-b5681e0f7b53,193df04a-e73c-401d-9d97-90968cfbc24a,profit,dc37504d-2981-45fa-a059-714d9e2778c2,631.0,2020-01-15,0.0,631.0,2023-10-17 00:00:00
452de401-dc62-4bbe-88e3-4358adcfa64a,,sales,127753b7-45cc-43ca-98df-a1d12aa8a5dd,0.0,2023-09-06,787.0,787.0,2020-04-23 00:00:00
5b72887e-b49a-4ff4-835e-b15d1f9b8827,193df04a-e73c-401d-9d97-90968cfbc24a,sales,1cdbdf17-a7db-4078-a2ba-e2809e8ce543,0.0,2022-09-02,115.0,115.0,2025-02-26 00:00:00
8f047ab4-b0fe-4b94-a9e4-94934a86fbac,da62bd59-034f-463f-9fef-2e911f8a8152,profit,826dfc17-c516-417c-bbc4-c5f34b5ee81d,916.0,2021-01-01,0.0,916.0,2023-10-25 00:00:00
1bb8604c-fb7a-4a39-8d7f-57efccc7e8aa,32673e7e-f8ec-49e8-8d61-c5d93f86e082,sales,b6f38e57-4b6b-43ee-bfd6-8bc72ce139eb,0.0,2023-01-03,127.0,127.0,2022-04-20 00:00:00
65489e70-eaa5-4ee0-908f-09d7656c7401,32673e7e-f8ec-49e8-8d61-c5d93f86e082,sales,a0a9240f-1adb-479c-a276-6040484cb6b3,0.0,2025-06-07,121.0,121.0,2023-05-06 00:00:00
783fbc5d-a337-4c4f-9cfa-fba86c68a723,d6d94483-0348-4545-8ac3-65610b6b2bfe,profit,dc7145a6-87b9-4b84-8a7d-345f77bafa90,427.0,2022-02-27,0.0,427.0,2024-02-09 00:00:00
cd98da0e-c72c-48ac-b2ca-0bcded6dfe37,32673e7e-f8ec-49e8-8d61-c5d93f86e082,sales,a0a9240f-1adb-479c-a276-6040484cb6b3,0.0,2020-04-12,121.0,121.0,2023-09-21 00:00:00
56acf5c8-7d81-442b-b0d3-94892e7343f5,4e92f95c-63cd-41da-9761-d827c3f1f072,sales,250d43ab-23af-45e2-9c8a-489dcdaf1591,0.0,2023-07-26,515.0,515.0,2022-04-16 00:00:00
fdf77d28-215a-4ced-86a1-cf7cf9e79a63,ad9fd8e6-4570-46b2-8ee7-a61f67154b1d,profit,3a5ef439-a367-4377-b6f5-e67d9972a0e8,690.0,2020-10-04,0.0,690.0,2025-09-13 00:00:00
,c2d56644-6224-418a-9f7b-65c3b9a0a07f,profit,d54829f5-99aa-4ed5-a537-58df98d9924d,877.0,2022-01-05,0.0,877.0,2020-10-17 00:00:00
20ab7013-eecd-4bc6-832f-6f32e37bfdac,e77e63be-344b-4b31-804a-d543c631a1d7,sales,609e2a7c-f098-4190-9ef9-cc32e9835eb5,0.0,2023-10-20,338.0,338.0,2023-10-21 00:00:00
9b1f1907-8df9-43df-a6eb-c1e9f2c4a8f1,59e2c8e1-cf41-4c5b-9647-dfc01dcb08eb,sales,2c23adf9-ae18-4909-a4a3-06eefeb46517,0.0,2020-01-10,957.0,957.0,2023-04-23 00:00:00
e566dca6-bda2-4cb1-9b15-1b49b630ec19,fedf6236-20d0-497d-9be4-6d4b8fcf17d2,sales,3479eb64-edcc-4e7c-b855-806a497b97ac,0.0,2023-06-13,676.0,676.0,2025-09-27 00:00:00
7b65a633-e1a4-4989-a7ef-cd21f63191e3,13964b9c-4545-4457-b80b-ebba378a32b4,sales,48a1ed9c-9280-495d-b955-8a6400cda418,0.0,2022-12-19,212.0,212.0,2020-06-02 00:00:00
1283b732-c145-47af-913e-b9c9dfa143c9,193df04a-e73c-401d-9d97-90968cfbc24a,profit,dc37504d-2981-45fa-a059-714d9e2778c2,631.0,2024-07-16,0.0,631.0,2024-04-20 00:00:00
e8b37f3e-944b-4915-abad-5a5c8aa93432,13d1bbf9-7108-4d77-af2e-7d86c25af9dc,sales,35d5d00d-cb96-4234-bb5a-399694e485ca,0.0,2021-07-04,645.0,645.0,2022-01-16 00:00:00
b329f582-5ee4-467c-8c2d-7b1ac39a90f3,0cccf97e-1ad3-4894-b3ea-96be21c183de,profit,c826513b-c284-4968-994d-3ba770411066,751.0,2020-04-16,0.0,751.0,2021-04-22 00:00:00
910a9d95-de14-47c3-b1db-a5d0132ad0d9,f1620219-ed99-4fa1-bd2f-5ef23c967164,sales,0dd0b284-153b-4bf0-bf67-a9b08a04ad93,0.0,2023-06-22,444.0,444.0,2021-09-22 00:00:00
7aa7645e-b2f4-48fe-ba6c-613eb5c582f7,28a9ecfc-818c-465c-b201-e3f1c79d4d23,profit,a9169841-b8df-4ce2-8d23-6e6b6dd0f226,397.0,2022-06-20,,397.0,2022-02-02 00:00:00
2b74b1fc-1421-48e9-b824-8bb25c0d068f,f779bb58-0b77-41ff-b623-b1aff99735da,profit,a659d9af-8c1f-4a5d-aa62-b1e0abbc2d9e,879.0,2023-03-14,0.0,879.0,2022-04-13 00:00:00
27c9176e-9740-427b-9d83-92364c4a0495,0ceae207-e128-4d05-9492-963991b9a71d,profit,cc40e18a-f341-400f-9579-270c7a4f2249,117.0,2022-10-03,0.0,117.0,2020-06-21 00:00:00
3680a1e3-dc72-49d5-abe2-8b0a71970100,55d3dd85-9c48-4cb0-a79c-beebae21f36f,profit,99819c6e-e15a-4e7d-b526-8e5d4bd20e97,827.0,2021-10-15,0.0,827.0,2025-09-12 00:00:00
e7cb9f52-b157-4d10-b214-fdf4e982f893,230f26d0-fc68-40ef-924d-4df9aa4fa0e6,profit,a5a18d7b-cab0-4ebe-adc2-e3c048516fe3,826.0,2024-11-01,0.0,826.0,2020-12-11 00:00:00
4f7c295e-d098-4654-a0cf-249bbd39270b,31b9671b-b9c9-46f8-bc22-004d4249f166,profit,72065e79-47cf-4138-b516-4af475fa7785,997.0,2025-11-22,0.0,997.0,2020-04-20 00:00:00
0dab8315-4833-4018-91e2-b8e964ded52e,6529ec25-65b9-424f-8ead-70813d6016b5,profit,e80aa873-046b-484d-a49a-ee0eefbbc961,633.0,2025-09-11,0.0,633.0,2023-03-18 00:00:00
3c5dc026-0cb0-4904-aa9f-6ffec1d9edcb,7f443ef1-3805-4031-9c74-b7ee3431df4b,sales,0f542bf7-3f77-4741-8e8c-73a0670c91f0,0.0,2021-05-17,899.0,899.0,2022-12-08 00:00:00
5acba408-0b0a-48c2-b001-baac659d454c,7593a69f-25fa-4507-a54e-59dcb01cacbe,profit,4729e94a-d3eb-4413-8c1b-a7f640577457,325.0,2022-07-04,0.0,325.0,2024-06-05 00:00:00
404b800f-19a5-4618-a84c-b26f418ea102,1c89dc82-c339-48c2-ba98-1c17c7cefb45,profit,31894a80-16c6-412b-97f4-aa02925feab6,841.0,2022-07-26,0.0,841.0,2024-04-16 00:00:00
f7491781-e08f-4b37-8747-c73dabd7eeb6,7593a69f-25fa-4507-a54e-59dcb01cacbe,sales,79b72f8b-f5c1-4df1-a2d4-7ce2bc350beb,0.0,2025-04-25,694.0,694.0,2024-01-25 00:00:00
14b936fa-2859-41d7-9f8f-322f61faa287,230f26d0-fc68-40ef-924d-4df9aa4fa0e6,sales,ae03d04f-3713-42e5-aee8-46472710edf0,0.0,2021-12-13,822.0,822.0,2022-08-01 00:00:00
620f02fd-b32e-4c2d-9d4d-da3fd78ccddd,7659ea67-0828-4b1b-a46a-e87bce3bcb07,sales,1efeaace-3819-4829-82ab-9cf1102570c4,0.0,2025-07-08,129.0,129.0,2023-02-27 00:00:00
0913534a-b2bd-4067-9790-616a9043ae0c,e613b18f-a59d-4ba6-af67-6f0dd9b5d414,sales,c7c06b3d-c917-4fe9-9a31-e9986a8255b4,0.0,2021-06-01,962.0,962.0,2025-12-18 00:00:00
76f6cf9d-d375-4994-a2a8-7f3d89893153,31b9671b-b9c9-46f8-bc22-004d4249f166,sales,72065e79-47cf-4138-b516-4af475fa7785,0.0,2024-05-08,997.0,997.0,2025-04-23 00:00:00
390b93d8-7af4-4f64-b834-3b627902a0ce,2ed4276d-e262-4ed4-9134-d8a5b99d5e03,profit,4d3a002b-ab3d-473f-baa3-4d0fd10d321a,197.0,2021-02-24,0.0,197.0,2022-12-03 00:00:00
167ab321-b533-4734-b84f-349be4495e91,8166393a-70a5-44ba-a831-8cebce15f763,profit,bc6c5723-2052-4599-a3a7-45b4152a3f7d,332.0,2021-07-16,0.0,332.0,2021-05-10 00:00:00
e368099b-03f7-4ec9-bff6-11dd1a7e28a8,4c216b5e-c6fb-46e4-9c8a-b96aa31e6023,sales,7fef2b7b-45a3-4fe0-99e0-cb8ced3abf1c,0.0,2025-07-26,820.0,820.0,2020-07-26 00:00:00
f6699adb-3d27-4db9-9459-0423f50d1c87,32673e7e-f8ec-49e8-8d61-c5d93f86e082,sales,b6f38e57-4b6b-43ee-bfd6-8bc72ce139eb,0.0,2022-02-23,127.0,127.0,2021-06-28 00:00:00
,c2d56644-6224-418a-9f7b-65c3b9a0a07f,sales,fdcf4f1d-fe1c-4015-867a-6a9127c04c7f,0.0,2022-02-06,168.0,168.0,2024-11-11 00:00:00
19d041f9-cabd-480c-bca0-43f88a9c12ed,5b2ace3f-87ca-4dc5-ba75-1cf628b45869,sales,d5b5392d-1f98-46d5-b411-066bd1dfd785,0.0,2021-11-07,882.0,882.0,2023-12-23 00:00:00
c669cbed-f7f2-4791-a6fd-5841d607f327,13d1bbf9-7108-4d77-af2e-7d86c25af9dc,profit,087a1377-1389-4869-904f-b0f1b36eb5ac,165.0,2025-05-24,0.0,165.0,2020-02-05 00:00:00
af9d2248-b202-4804-abd0-ccc3b4b6d9be,0e4818ed-1517-4519-aaec-875f7dadebd8,sales,174681b8-b935-4004-978f-bc35949128cb,0.0,2024-02-11,819.0,819.0,2020-05-25 00:00:00
b114a94d-68ca-4ad9-ab1a-200e967dd5bc,13d1bbf9-7108-4d77-af2e-7d86c25af9dc,sales,087a1377-1389-4869-904f-b0f1b36eb5ac,0.0,2025-02-03,165.0,165.0,2024-09-15 00:00:00
28f9fd6b-2cdf-4941-988d-ee6dd3f78f4a,f923d26c-c827-46c1-9d5c-d3b56621a8a8,profit,4324e01c-abd1-43c3-937c-9ec0eb02686c,890.0,2020-12-28,0.0,890.0,2022-06-16 00:00:00
025741bb-e13c-4609-8afe-eb756e80b190,13d1bbf9-7108-4d77-af2e-7d86c25af9dc,profit,35d5d00d-cb96-4234-bb5a-399694e485ca,645.0,2021-11-02,0.0,645.0,2024-05-23 00:00:00
6cc03b0c-d62d-48c3-9015-2b465d4ef26e,64a0bc82-d8b8-41c5-82e4-82b61d76b37f,profit,9b7bb46e-8569-4570-ab13-34f69d9ea7b6,680.0,2025-08-15,0.0,680.0,2025-08-10 00:00:00
24cb57ab-7401-4511-976d-3e70935e0cb5,193df04a-e73c-401d-9d97-90968cfbc24a,profit,610ce657-ce05-41e7-a37c-6745979f65c3,368.0,2021-03-11,0.0,368.0,2020-12-14 00:00:00
,dfa21813-b495-417e-9b6c-464506310fba,profit,,,2025-04-28,0.0,,2023-10-12 00:00:00
6860b6bd-602c-4989-a2d7-596ded04b28c,e77e63be-344b-4b31-804a-d543c631a1d7,sales,8bc7a203-9e45-4805-a250-5dd3a6118e48,0.0,2023-10-04,571.0,571.0,2023-04-26 00:00:00
f788eef4-98f5-4776-8b96-05d6cbdd10db,1cbe91a2-9b0f-40c4-b669-f6e19c30fce3,profit,e24f5185-6170-4529-b63d-7a0edf5e9fb8,553.0,2022-03-25,0.0,553.0,2025-11-26 00:00:00
c866c114-77e4-4e53-bce1-0d787b682f48,8a091c46-9c4a-49cd-b81a-e1027b5d02d0,profit,4a611c2f-6669-4ad3-980a-d8552ccd34d2,656.0,2024-05-22,0.0,656.0,2025-05-21 00:00:00
e6a2cad8-96fd-4021-a5aa-2e56d3305d89,1c89dc82-c339-48c2-ba98-1c17c7cefb45,profit,31894a80-16c6-412b-97f4-aa02925feab6,841.0,2023-05-25,0.0,841.0,2022-12-21 00:00:00
,1c89dc82-c339-48c2-ba98-1c17c7cefb45,profit,9cb136c2-f9f5-45de-ad86-b6bdd3ae9608,312.0,2025-06-25,0.0,312.0,1900-00-00
c6071c0d-8e4e-4c5c-b383-b8fce9ccfa8d,82903cae-2726-4afc-91bb-812b57f77503,sales,310b6615-96f1-4123-b2f2-74a612844fb1,0.0,2021-11-22,117.0,117.0,2023-04-20 00:00:00
f6df6f5c-7a72-44b9-a861-c846df9770fd,c2d56644-6224-418a-9f7b-65c3b9a0a07f,profit,fdcf4f1d-fe1c-4015-867a-6a9127c04c7f,168.0,2023-01-10,0.0,168.0,2024-09-22 00:00:00
66760626-6c80-46b2-b9a1-dceb03dbf3b8,f779bb58-0b77-41ff-b623-b1aff99735da,sales,a659d9af-8c1f-4a5d-aa62-b1e0abbc2d9e,0.0,2022-04-12,879.0,879.0,2023-01-15 00:00:00
86df1c71-acf5-4198-a8ca-6317e5a0f7d9,8e104f0f-d167-426c-b898-281f42bdca8d,profit,c310d468-3fec-4c62-977c-453244693952,334.0,2020-08-15,0.0,334.0,2022-02-04 00:00:00
14617a0d-0162-4e6f-a34b-0e78d2226110,e613b18f-a59d-4ba6-af67-6f0dd9b5d414,sales,c7c06b3d-c917-4fe9-9a31-e9986a8255b4,0.0,2020-02-25,,962.0,2020-09-16 00:00:00
aaecebc6-7853-4141-84a4-e8d7e6bb131e,43a907df-b12c-4702-ab7a-664bf9cb8117,profit,de763e6d-e572-489d-acf5-c3edaf9c4c97,710.0,2024-07-23,0.0,710.0,2025-03-17 00:00:00
c8e3139c-3699-4443-8ff4-b3dfe3ad12d4,55d3dd85-9c48-4cb0-a79c-beebae21f36f,profit,99819c6e-e15a-4e7d-b526-8e5d4bd20e97,827.0,2022-02-14,0.0,827.0,2021-03-26 00:00:00
84fff826-0181-4261-ae57-7c492a59f65c,f923d26c-c827-46c1-9d5c-d3b56621a8a8,profit,4324e01c-abd1-43c3-937c-9ec0eb02686c,890.0,2025-01-20,0.0,890.0,2024-06-16 00:00:00
a646dfa8-5ffb-487f-b38b-facc9412040b,193df04a-e73c-401d-9d97-90968cfbc24a,profit,1cdbdf17-a7db-4078-a2ba-e2809e8ce543,115.0,2025-12-06,0.0,115.0,2023-07-13 00:00:00
c4862026-09c7-4d72-8752-dbeba5ff62a6,d02ed988-449a-41d4-88d4-c54f099a7ed8,profit,b79f71aa-b449-4d9a-8afa-4528356d2f14,838.0,2025-03-08,0.0,838.0,2020-11-10 00:00:00
a2b3936c-c4db-4188-8209-fdf1df45eeea,f779bb58-0b77-41ff-b623-b1aff99735da,profit,a659d9af-8c1f-4a5d-aa62-b1e0abbc2d9e,879.0,2021-07-15,0.0,879.0,2020-02-17 00:00:00
f77f3c90-8191-46d0-a724-c9fdc5a530b2,faf93358-77d9-4c57-ae6f-e89388a5ca14,profit,2c94492c-5148-449b-8f5a-33c74cfd5bf6,124.0,2021-07-18,0.0,124.0,2022-03-07 00:00:00
be8b5211-2ec2-4f3b-a74e-1d6479d9b912,0e4818ed-1517-4519-aaec-875f7dadebd8,profit,4a84a2a7-8489-46c6-9022-094458ca73aa,605.0,2025-09-17,0.0,605.0,2022-06-02 00:00:00
7fae1489-7a65-454a-bd06-5af463f73453,b7545e8f-72ae-44b8-aa6d-6c54228c11fa,sales,127753b7-45cc-43ca-98df-a1d12aa8a5dd,0.0,2023-11-20,787.0,787.0,2024-11-06 00:00:00
d4439899-a80c-4a5f-b230-90eea04bc779,0e4818ed-1517-4519-aaec-875f7dadebd8,sales,4a84a2a7-8489-46c6-9022-094458ca73aa,0.0,2024-12-24,605.0,605.0,2023-04-20 00:00:00
81c104ae-6e32-49fc-bcb8-3effa4c2c26e,d6d94483-0348-4545-8ac3-65610b6b2bfe,profit,a887012d-38a4-46a0-bc78-2b5e9f7a25f3,778.0,2020-01-05,0.0,778.0,2021-10-01 00:00:00
961ed8a6-99ee-4dd6-9024-e7268602f82b,7659ea67-0828-4b1b-a46a-e87bce3bcb07,sales,1efeaace-3819-4829-82ab-9cf1102570c4,0.0,2022-10-12,129.0,129.0,2022-07-24 00:00:00
45f30d5c-17b7-44a0-91d8-ecb4c8cca828,b3c20619-150c-4cd6-aba1-846b0f525644,sales,e999c073-8bef-4e75-a551-0af4e2708bc0,0.0,2022-08-01,357.0,357.0,2023-02-14 00:00:00
d6a68da3-aca9-42c4-8ba6-8c1f5fdd5864,dad655ab-d7ea-429a-b4e9-859f2e287d5d,profit,36d25e44-bba0-4c9e-85ed-59ef2e9a075e,474.0,2023-03-23,0.0,474.0,2022-06-25 00:00:00
4100a309-ebd1-4a7d-ae04-d60e95d09e65,dad655ab-d7ea-429a-b4e9-859f2e287d5d,profit,038bf759-fcf1-4a0d-8d1a-006c3e33181a,906.0,2024-11-01,0.0,906.0,2022-10-03 00:00:00
886650d0-56ab-4ce2-8937-5a6e1a9e918d,9f446f50-a3cb-4426-bf89-2ebf63d9481b,profit,ec5f1b0a-df53-4385-a4b0-0cf9758e146c,560.0,2024-02-09,0.0,560.0,2022-07-03 00:00:00
4f40cc2c-8700-4790-8c77-521139937e1b,1cd6b87a-24dd-42fa-a145-ce6f6f0484d0,sales,ca0fcf84-8932-435d-8671-1d156813ff35,0.0,2024-05-18,595.0,595.0,2020-05-11 00:00:00
fa234bb5-1dfa-4785-b5e9-da3aeb5be5c8,1cbe91a2-9b0f-40c4-b669-f6e19c30fce3,profit,e24f5185-6170-4529-b63d-7a0edf5e9fb8,553.0,2025-05-19,0.0,553.0,2023-03-20 00:00:00
164f2c44-605b-478f-92d0-8841b484a85a,1c89dc82-c339-48c2-ba98-1c17c7cefb45,sales,9cb136c2-f9f5-45de-ad86-b6bdd3ae9608,0.0,2021-01-06,312.0,312.0,2021-06-07 00:00:00
635974c6-a09d-4acb-a770-7294d2952be3,5b2ace3f-87ca-4dc5-ba75-1cf628b45869,sales,7e136a28-312a-4a33-b09d-89faead858b7,0.0,2021-01-25,584.0,584.0,2020-09-27 00:00:00
1157c1c7-359f-4c25-8ed8-a8fea232e7f1,85626bb8-7308-4008-a61b-80fd57661d52,sales,5798e4b5-d7e0-42ee-b7c4-0771475effd7,0.0,2025-10-08,201.0,201.0,2022-02-12 00:00:00
a1627683-30db-48f4-b9f0-95a7f30e2a4d,7f443ef1-3805-4031-9c74-b7ee3431df4b,profit,a81b5c19-879d-4a56-b876-ed27465fa1da,580.0,2021-11-02,0.0,580.0,2023-02-15 00:00:00
6fbec0a6-9cdb-4c40-a195-dd08eb135772,8e6bb319-06de-4f5e-8e00-58c23bb934c8,profit,2afcadf4-074e-4ac6-925c-86f81d0a4ef0,680.0,2020-04-07,0.0,680.0,2021-08-19 00:00:00
d50fa826-0659-4cc4-b3ce-a0c616fbd6b1,bc66f74c-04a1-486b-8827-233791752dfc,profit,27ed1354-4455-46f4-b60c-f629096cbf34,710.0,2025-08-22,0.0,710.0,2021-02-06 00:00:00
50d330a0-9e97-45e2-ac5d-d520cf567b00,ad9fd8e6-4570-46b2-8ee7-a61f67154b1d,sales,00f12794-c3ba-41d0-a3af-a13cd89e7567,0.0,2020-01-26,214.0,214.0,2021-03-27 00:00:00
,82903cae-2726-4afc-91bb-812b57f77503,profit,310b6615-96f1-4123-b2f2-74a612844fb1,117.0,2025-05-10,0.0,117.0,2023-02-05 00:00:00
6717d53d-90ba-4b84-be45-de6f29c8cc3a,32673e7e-f8ec-49e8-8d61-c5d93f86e082,profit,b6f38e57-4b6b-43ee-bfd6-8bc72ce139eb,127.0,2024-01-12,0.0,127.0,2025-04-17 00:00:00
12875e87-08dd-44d2-bb57-91ae92b1c1e4,fedf6236-20d0-497d-9be4-6d4b8fcf17d2,profit,c7c91575-6621-49a3-b43c-53a57e24d7d7,894.0,2023-10-06,0.0,894.0,2023-05-08 00:00:00
148238fe-c830-435d-aafe-a58458bae2c6,1cbe91a2-9b0f-40c4-b669-f6e19c30fce3,profit,e24f5185-6170-4529-b63d-7a0edf5e9fb8,553.0,2025-06-20,0.0,553.0,2024-10-23 00:00:00
